D-14,E3_diff,H2_diff,H6_diff,C3_diff,C6_diff,E1_diff,C2_diff,C1_diff,C5_diff,H1_diff,H3_diff,H4_diff,C8_diff,E2_diff,C4_diff,E4_diff,C7_diff,H5_diff
0.0,0.472299555748637,0.4,0.42857142857142855,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5296564989628944,0.5,0.5,0.5,0.5149243580117356,0.5,0.5240981618189486
