D-14,E3_diff,H2_diff,H6_diff,C3_diff,C6_diff,E1_diff,C2_diff,C1_diff,C5_diff,H1_diff,H3_diff,H4_diff,C8_diff,E2_diff,C4_diff,E4_diff,C7_diff,H5_diff
0.2549538226943635,0.48805221042916525,0.407979274611399,0.43882309400444114,0.5073834196891192,0.5036701208981001,0.5047927461139896,0.5046416234887737,0.5050302245250431,0.5020725388601036,0.506509067357513,0.5075777202072539,0.5270476154628627,0.5031411917098445,0.505731865284974,0.5074158031088083,0.5142720660162248,0.5045012953367876,0.5238261246885972
