,Date,ID,Policy,Cases,Cases_New,Type,Source,J14,J-14,J7,J21
0,2020-01-26,CN,C1,56,14.0,Deaths,JHU,905,-10000,361,1766
1,2020-01-26,CN,C2,56,14.0,Deaths,JHU,905,-10000,361,1766
2,2020-01-22,CN,C3,17,17.0,Deaths,JHU,563,-10000,133,1117
3,2020-01-22,CN,C4,17,17.0,Deaths,JHU,563,-10000,133,1117
4,2020-01-23,CN,C5,18,1.0,Deaths,JHU,633,-10000,171,1369
5,2020-01-23,CN,C6,18,1.0,Deaths,JHU,633,-10000,171,1369
6,2020-01-23,CN,C7,18,1.0,Deaths,JHU,633,-10000,171,1369
7,2020-02-25,CN,C8,2665,70.0,Deaths,JHU,3139,1112,2947,3230
8,2020-04-11,CN,E1,3343,3.0,Deaths,JHU,4636,3299,4636,4637
9,2020-04-11,CN,I2D,3343,3.0,Deaths,JHU,4636,3299,4636,4637
10,2020-05-21,CN,E2,4638,0.0,Deaths,JHU,4638,4637,4638,4638
11,2020-02-04,CN,E3,491,66.0,Deaths,JHU,2003,-10000,1112,2665
12,2020-03-08,CN,E4,3100,28.0,Deaths,JHU,3274,2445,3203,3304
13,2020-02-23,CN,H4,2445,2.0,Deaths,JHU,3100,905,2872,3203
14,2020-03-05,IN,C1,0,0.0,Deaths,JHU,4,0,1,20
15,2020-03-05,IN,C3,0,0.0,Deaths,JHU,4,0,1,20
16,2020-03-16,IN,C2,2,0.0,Deaths,JHU,32,0,10,136
17,2020-03-16,IN,C7,2,0.0,Deaths,JHU,32,0,10,136
18,2020-03-19,IN,C4,4,1.0,Deaths,JHU,72,0,20,226
19,2020-03-19,IN,E3,4,1.0,Deaths,JHU,72,0,20,226
20,2020-03-20,IN,C5,5,1.0,Deaths,JHU,72,0,20,246
21,2020-03-20,IN,E1,5,1.0,Deaths,JHU,72,0,20,246
22,2020-01-26,IN,C6,0,0.0,Deaths,JHU,0,-10000,0,0
23,2020-01-26,IN,C8,0,0.0,Deaths,JHU,0,-10000,0,0
24,2020-01-26,IN,H3,0,0.0,Deaths,JHU,0,-10000,0,0
25,2020-03-01,IN,E2,0,0.0,Deaths,JHU,2,0,0,7
26,2020-03-01,IN,I2D,0,0.0,Deaths,JHU,2,0,0,7
27,2020-03-15,IN,E4,2,0.0,Deaths,JHU,27,0,7,99
28,2020-01-25,IN,H1,0,0.0,Deaths,JHU,0,-10000,0,0
29,2020-01-25,IN,H2,0,0.0,Deaths,JHU,0,-10000,0,0
30,2020-01-25,IN,I1D,0,0.0,Deaths,JHU,0,-10000,0,0
31,2020-01-25,IN,I3D,0,0.0,Deaths,JHU,0,-10000,0,0
32,2020-01-25,IN,I4D,0,0.0,Deaths,JHU,0,-10000,0,0
33,2020-01-25,IN,I4L,0,0.0,Deaths,JHU,0,-10000,0,0
34,2020-01-25,IN,I4LD,0,0.0,Deaths,JHU,0,-10000,0,0
35,2020-04-22,IN,H4,681,36.0,Deaths,JHU,1785,178,1079,2551
36,2020-05-13,IN,H5,2551,136.0,Deaths,JHU,4534,1079,3434,6088
37,2020-04-02,IN,H6,72,14.0,Deaths,JHU,448,4,226,721
38,2020-03-05,US,C1,12,1.0,Deaths,JHU,264,0,43,1741
39,2020-03-19,US,C2,264,73.0,Deaths,JHU,7955,12,1741,21176
40,2020-03-01,US,C3,1,0.0,Deaths,JHU,70,0,21,574
41,2020-03-11,US,C4,33,5.0,Deaths,JHU,1329,0,191,6452
42,2020-03-17,US,C5,132,35.0,Deaths,JHU,5272,7,1003,16803
43,2020-03-15,US,C6,70,12.0,Deaths,JHU,3484,1,574,12457
44,2020-03-14,US,C7,58,7.0,Deaths,JHU,2892,1,464,10889
45,2020-02-02,US,C8,0,0.0,Deaths,JHU,0,-10000,0,0
46,2020-02-02,US,I4D,0,0.0,Deaths,JHU,0,-10000,0,0
47,2020-02-02,US,I4L,0,0.0,Deaths,JHU,0,-10000,0,0
48,2020-02-02,US,I4LD,0,0.0,Deaths,JHU,0,-10000,0,0
49,2020-03-27,US,E1,2259,518.0,Deaths,JHU,23403,51,9348,38599
50,2020-03-27,US,E2,2259,518.0,Deaths,JHU,23403,51,9348,38599
51,2020-03-27,US,I2D,2259,518.0,Deaths,JHU,23403,51,9348,38599
52,2020-03-06,US,E3,14,2.0,Deaths,JHU,365,0,51,2259
53,2020-03-06,US,H4,14,2.0,Deaths,JHU,365,0,51,2259
54,2020-03-06,US,H5,14,2.0,Deaths,JHU,365,0,51,2259
55,2020-02-07,US,E4,0,0.0,Deaths,JHU,0,0,0,0
56,2020-03-16,US,H1,97,27.0,Deaths,JHU,4180,6,762,14233
57,2020-02-28,US,H2,0,0.0,Deaths,JHU,51,0,14,365
58,2020-03-10,US,H6,28,6.0,Deaths,JHU,1003,0,132,5272
59,2020-02-03,ID,C1,0,0.0,Deaths,JHU,0,-10000,0,0
60,2020-03-15,ID,C2,5,0.0,Deaths,JHU,114,0,48,198
61,2020-03-15,ID,H3,5,0.0,Deaths,JHU,114,0,48,198
62,2020-03-03,ID,C3,0,0.0,Deaths,JHU,5,0,0,55
63,2020-04-07,ID,C4,221,12.0,Deaths,JHU,616,55,459,773
64,2020-03-16,ID,C5,5,0.0,Deaths,JHU,122,0,49,209
65,2020-04-10,ID,C6,306,26.0,Deaths,JHU,689,87,520,800
66,2020-03-29,ID,C7,114,12.0,Deaths,JHU,373,5,198,582
67,2020-09-04,ID,E1,7832,82.0,Deaths,JHU,9336,6500,8544,10218
68,2020-04-01,ID,E2,157,21.0,Deaths,JHU,469,19,240,635
69,2020-04-01,ID,E3,157,21.0,Deaths,JHU,469,19,240,635
70,2020-04-01,ID,I2D,157,21.0,Deaths,JHU,469,19,240,635
71,2020-11-19,ID,E4,15600,97.0,Deaths,JHU,17355,14348,16352,-10000
72,2020-02-17,ID,H2,0,0.0,Deaths,JHU,0,0,0,0
73,2020-07-01,ID,H4,2934,58.0,Deaths,JHU,3797,2276,3359,4459
74,2020-05-27,ID,H5,1473,55.0,Deaths,JHU,1959,1028,1698,2276
75,2020-04-05,ID,H6,198,7.0,Deaths,JHU,582,48,373,743
76,2020-02-27,PK,C1,0,0.0,Deaths,JHU,0,0,0,3
77,2020-03-23,PK,C2,7,1.0,Deaths,JHU,57,0,26,96
78,2020-03-23,PK,C5,7,1.0,Deaths,JHU,57,0,26,96
79,2020-03-23,PK,C6,7,1.0,Deaths,JHU,57,0,26,96
80,2020-03-13,PK,C3,0,0.0,Deaths,JHU,12,0,3,41
81,2020-03-13,PK,C4,0,0.0,Deaths,JHU,12,0,3,41
82,2020-03-24,PK,C7,8,1.0,Deaths,JHU,61,0,27,111
83,2020-01-31,PK,C8,0,0.0,Deaths,JHU,0,-10000,0,0
84,2020-01-31,PK,I4D,0,0.0,Deaths,JHU,0,-10000,0,0
85,2020-01-31,PK,I4L,0,0.0,Deaths,JHU,0,-10000,0,0
86,2020-01-31,PK,I4LD,0,0.0,Deaths,JHU,0,-10000,0,0
87,2020-04-09,PK,E1,66,1.0,Deaths,JHU,253,11,135,417
88,2020-04-09,PK,I2D,66,1.0,Deaths,JHU,253,11,135,417
89,2020-04-16,PK,E2,135,7.0,Deaths,JHU,417,40,253,599
90,2020-03-18,PK,E3,2,2.0,Deaths,JHU,34,0,9,65
91,2020-04-02,PK,E4,40,6.0,Deaths,JHU,135,3,66,253
92,2020-04-02,PK,H4,40,6.0,Deaths,JHU,135,3,66,253
93,2020-02-12,PK,H1,0,0.0,Deaths,JHU,0,0,0,0
94,2020-02-25,PK,H2,0,0.0,Deaths,JHU,0,0,0,0
95,2020-01-24,PK,H3,0,0.0,Deaths,JHU,0,-10000,0,0
96,2020-01-24,PK,I1D,0,0.0,Deaths,JHU,0,-10000,0,0
97,2020-01-24,PK,I3D,0,0.0,Deaths,JHU,0,-10000,0,0
98,2020-11-13,PK,H5,7109,17.0,Deaths,JHU,7942,6806,7603,8303
99,2020-05-30,PK,H6,1483,88.0,Deaths,JHU,2551,873,2002,3501
100,2020-03-12,BR,C1,0,0.0,Deaths,JHU,77,0,6,324
101,2020-03-12,BR,C3,0,0.0,Deaths,JHU,77,0,6,324
102,2020-03-13,BR,C2,0,0.0,Deaths,JHU,92,0,11,359
103,2020-03-13,BR,C6,0,0.0,Deaths,JHU,92,0,11,359
104,2020-03-13,BR,C8,0,0.0,Deaths,JHU,92,0,11,359
105,2020-03-14,BR,C4,0,0.0,Deaths,JHU,111,0,15,445
106,2020-03-19,BR,C5,6,3.0,Deaths,JHU,324,0,77,950
107,2020-03-17,BR,C7,1,1.0,Deaths,JHU,201,0,46,686
108,2020-03-17,BR,E2,1,1.0,Deaths,JHU,201,0,46,686
109,2020-03-17,BR,I2D,1,1.0,Deaths,JHU,201,0,46,686
110,2020-04-02,BR,E1,324,84.0,Deaths,JHU,1924,6,950,3331
111,2020-03-18,BR,E3,3,2.0,Deaths,JHU,240,0,59,819
112,2020-03-18,BR,H4,3,2.0,Deaths,JHU,240,0,59,819
113,2020-12-02,BR,E4,174515,698.0,Deaths,JHU,-10000,167455,-10000,-10000
114,2020-01-29,BR,H1,0,0.0,Deaths,JHU,0,-10000,0,0
115,2020-01-29,BR,I4D,0,0.0,Deaths,JHU,0,-10000,0,0
116,2020-01-29,BR,I4L,0,0.0,Deaths,JHU,0,-10000,0,0
117,2020-01-29,BR,I4LD,0,0.0,Deaths,JHU,0,-10000,0,0
118,2020-01-23,BR,H2,0,0.0,Deaths,JHU,0,-10000,0,0
119,2020-01-23,BR,I1D,0,0.0,Deaths,JHU,0,-10000,0,0
120,2020-01-23,BR,I3D,0,0.0,Deaths,JHU,0,-10000,0,0
121,2020-04-01,BR,H3,240,39.0,Deaths,JHU,1736,3,819,2906
122,2020-06-27,BR,H5,57070,1109.0,Deaths,JHU,71469,42720,64265,78772
123,2020-03-02,BR,H6,0,0.0,Deaths,JHU,0,0,0,34
124,2020-03-20,NG,C1,0,0.0,Deaths,JHU,4,0,1,7
125,2020-03-18,NG,C2,0,0.0,Deaths,JHU,2,0,1,6
126,2020-03-18,NG,C3,0,0.0,Deaths,JHU,2,0,1,6
127,2020-03-18,NG,C4,0,0.0,Deaths,JHU,2,0,1,6
128,2020-03-29,NG,C5,1,0.0,Deaths,JHU,10,0,5,21
129,2020-03-29,NG,C7,1,0.0,Deaths,JHU,10,0,5,21
130,2020-03-23,NG,C6,1,1.0,Deaths,JHU,5,0,2,10
131,2020-03-23,NG,C8,1,1.0,Deaths,JHU,5,0,2,10
132,2020-04-13,NG,E1,10,0.0,Deaths,JHU,40,2,22,93
133,2020-04-13,NG,I2D,10,0.0,Deaths,JHU,40,2,22,93
134,2020-08-14,NG,E2,973,7.0,Deaths,JHU,1011,879,996,1051
135,2020-03-16,NG,E3,0,0.0,Deaths,JHU,2,0,1,5
136,2020-04-28,NG,E4,44,4.0,Deaths,JHU,158,11,98,192
137,2020-01-22,NG,H1,0,0.0,Deaths,JHU,0,-10000,0,0
138,2020-01-22,NG,I1D,0,0.0,Deaths,JHU,0,-10000,0,0
139,2020-01-22,NG,I3D,0,0.0,Deaths,JHU,0,-10000,0,0
140,2020-01-22,NG,I4D,0,0.0,Deaths,JHU,0,-10000,0,0
141,2020-01-22,NG,I4L,0,0.0,Deaths,JHU,0,-10000,0,0
142,2020-01-22,NG,I4LD,0,0.0,Deaths,JHU,0,-10000,0,0
143,2020-02-02,NG,H2,0,0.0,Deaths,JHU,0,-10000,0,0
144,2020-02-28,NG,H3,0,0.0,Deaths,JHU,0,0,0,0
145,2020-03-04,NG,H4,0,0.0,Deaths,JHU,0,0,0,1
146,2020-11-24,NG,H5,1169,1.0,Deaths,JHU,-10000,1160,1176,-10000
147,2020-04-17,NG,H6,17,4.0,Deaths,JHU,68,4,32,117
148,2020-03-16,BD,C1,0,0.0,Deaths,JHU,5,0,3,12
149,2020-03-16,BD,C3,0,0.0,Deaths,JHU,5,0,3,12
150,2020-03-19,BD,C2,1,0.0,Deaths,JHU,6,0,5,21
151,2020-03-19,BD,C4,1,0.0,Deaths,JHU,6,0,5,21
152,2020-03-19,BD,C5,1,0.0,Deaths,JHU,6,0,5,21
153,2020-03-19,BD,C6,1,0.0,Deaths,JHU,6,0,5,21
154,2020-03-19,BD,C7,1,0.0,Deaths,JHU,6,0,5,21
155,2020-03-19,BD,E2,1,0.0,Deaths,JHU,6,0,5,21
156,2020-03-19,BD,I2D,1,0.0,Deaths,JHU,6,0,5,21
157,2020-01-22,BD,C8,0,0.0,Deaths,JHU,0,-10000,0,0
158,2020-04-13,BD,E1,39,5.0,Deaths,JHU,152,5,101,182
159,2020-03-25,BD,E3,5,1.0,Deaths,JHU,20,0,6,50
160,2020-03-22,BD,E4,2,0.0,Deaths,JHU,9,0,5,34
161,2020-03-01,BD,H2,0,0.0,Deaths,JHU,0,0,0,2
162,2020-01-24,BD,H3,0,0.0,Deaths,JHU,0,-10000,0,0
163,2020-03-18,BD,H4,1,1.0,Deaths,JHU,6,0,5,20
164,2020-11-23,BD,H5,6416,28.0,Deaths,JHU,-10000,6092,6644,-10000
165,2020-05-30,BD,H6,610,28.0,Deaths,JHU,1139,314,846,1425
166,2020-03-14,RU,C1,0,0.0,Deaths,JHU,4,0,1,43
167,2020-03-17,RU,C2,0,0.0,Deaths,JHU,17,0,1,58
168,2020-03-10,RU,C3,0,0.0,Deaths,JHU,1,0,0,17
169,2020-03-10,RU,C4,0,0.0,Deaths,JHU,1,0,0,17
170,2020-03-30,RU,C5,9,1.0,Deaths,JHU,148,0,47,405
171,2020-03-05,RU,C6,0,0.0,Deaths,JHU,1,0,0,3
172,2020-03-05,RU,C7,0,0.0,Deaths,JHU,1,0,0,3
173,2020-03-05,RU,H3,0,0.0,Deaths,JHU,1,0,0,3
174,2020-01-30,RU,C8,0,0.0,Deaths,JHU,0,-10000,0,0
175,2020-01-30,RU,I1D,0,0.0,Deaths,JHU,0,-10000,0,0
176,2020-01-30,RU,I3D,0,0.0,Deaths,JHU,0,-10000,0,0
177,2020-01-30,RU,I4D,0,0.0,Deaths,JHU,0,-10000,0,0
178,2020-01-30,RU,I4L,0,0.0,Deaths,JHU,0,-10000,0,0
179,2020-01-30,RU,I4LD,0,0.0,Deaths,JHU,0,-10000,0,0
180,2020-05-01,RU,E1,1169,96.0,Deaths,JHU,2418,273,1723,3249
181,2020-04-01,RU,E2,24,7.0,Deaths,JHU,198,0,63,513
182,2020-04-01,RU,I2D,24,7.0,Deaths,JHU,198,0,63,513
183,2020-04-05,RU,E3,45,2.0,Deaths,JHU,361,1,130,747
184,2020-04-06,RU,E4,47,2.0,Deaths,JHU,405,1,148,794
185,2020-03-16,RU,H1,0,0.0,Deaths,JHU,9,0,1,47
186,2020-01-31,RU,H2,0,0.0,Deaths,JHU,0,-10000,0,0
187,2020-02-04,RU,H4,0,0.0,Deaths,JHU,0,-10000,0,0
188,2020-03-23,RU,H5,1,0.0,Deaths,JHU,47,0,9,148
189,2020-05-12,RU,H6,2116,107.0,Deaths,JHU,3807,867,2837,5031
190,2020-03-23,MX,C1,4,1.0,Deaths,JHU,125,0,28,332
191,2020-03-26,MX,C2,8,2.0,Deaths,JHU,194,0,50,486
192,2020-03-24,MX,C3,5,1.0,Deaths,JHU,141,0,29,406
193,2020-03-24,MX,C4,5,1.0,Deaths,JHU,141,0,29,406
194,2020-03-24,MX,C7,5,1.0,Deaths,JHU,141,0,29,406
195,2020-03-24,MX,H1,5,1.0,Deaths,JHU,141,0,29,406
196,2020-03-30,MX,C5,28,8.0,Deaths,JHU,332,0,125,712
197,2020-03-30,MX,C6,28,8.0,Deaths,JHU,332,0,125,712
198,2020-02-28,MX,C8,0,0.0,Deaths,JHU,0,0,0,2
199,2020-02-28,MX,H3,0,0.0,Deaths,JHU,0,0,0,2
200,2020-02-28,MX,I1D,0,0.0,Deaths,JHU,0,0,0,2
201,2020-02-28,MX,I3D,0,0.0,Deaths,JHU,0,0,0,2
202,2020-02-28,MX,I4D,0,0.0,Deaths,JHU,0,0,0,2
203,2020-02-28,MX,I4L,0,0.0,Deaths,JHU,0,0,0,2
204,2020-02-28,MX,I4LD,0,0.0,Deaths,JHU,0,0,0,2
205,2020-10-09,MX,E1,83497,401.0,Deaths,JHU,88312,75844,85704,91289
206,2020-10-09,MX,E2,83497,401.0,Deaths,JHU,88312,75844,85704,91289
207,2020-10-09,MX,I2D,83497,401.0,Deaths,JHU,88312,75844,85704,91289
208,2020-04-30,MX,E3,1859,127.0,Deaths,JHU,4477,486,2961,6510
209,2020-11-24,MX,E4,102739,813.0,Deaths,JHU,-10000,95842,106765,-10000
210,2020-11-24,MX,H5,102739,813.0,Deaths,JHU,-10000,95842,106765,-10000
211,2020-04-06,MX,H2,125,31.0,Deaths,JHU,712,4,332,1434
212,2020-03-18,MX,H4,0,0.0,Deaths,JHU,37,0,6,174
213,2020-04-17,MX,H6,546,60.0,Deaths,JHU,1972,60,1221,3160
214,2020-03-02,JP,C1,6,0.0,Deaths,JHU,30,1,10,41
215,2020-02-25,JP,C2,3,1.0,Deaths,JHU,13,0,6,30
216,2020-02-25,JP,C7,3,1.0,Deaths,JHU,13,0,6,30
217,2020-02-20,JP,C3,2,0.0,Deaths,JHU,7,0,4,19
218,2020-12-01,JP,C4,2109,33.0,Deaths,JHU,-10000,1895,-10000,-10000
219,2020-12-01,JP,C5,2109,33.0,Deaths,JHU,-10000,1895,-10000,-10000
220,2020-04-07,JP,C6,98,2.0,Deaths,JHU,303,42,170,436
221,2020-04-16,JP,E1,204,18.0,Deaths,JHU,481,75,351,617
222,2020-03-16,JP,E2,30,6.0,Deaths,JHU,65,6,41,96
223,2020-03-16,JP,I2D,30,6.0,Deaths,JHU,65,6,41,96
224,2020-02-13,JP,E3,1,1.0,Deaths,JHU,4,0,2,7
225,2020-02-13,JP,H4,1,1.0,Deaths,JHU,4,0,2,7
226,2020-04-02,JP,E4,75,3.0,Deaths,JHU,204,33,113,351
227,2020-02-04,JP,H1,0,0.0,Deaths,JHU,2,-10000,0,3
228,2020-06-05,JP,H5,916,5.0,Deaths,JHU,951,836,924,971
229,2020-03-01,JP,H6,6,0.0,Deaths,JHU,24,1,8,40
230,2020-03-16,ET,C1,0,0.0,Deaths,JHU,0,0,0,2
231,2020-03-16,ET,C3,0,0.0,Deaths,JHU,0,0,0,2
232,2020-03-16,ET,C4,0,0.0,Deaths,JHU,0,0,0,2
233,2020-03-16,ET,H1,0,0.0,Deaths,JHU,0,0,0,2
234,2020-03-25,ET,C2,0,0.0,Deaths,JHU,2,0,0,3
235,2020-03-30,ET,C5,0,0.0,Deaths,JHU,3,0,2,3
236,2020-04-08,ET,C6,2,0.0,Deaths,JHU,3,0,3,3
237,2020-04-08,ET,E2,2,0.0,Deaths,JHU,3,0,3,3
238,2020-04-08,ET,H6,2,0.0,Deaths,JHU,3,0,3,3
239,2020-04-08,ET,I2D,2,0.0,Deaths,JHU,3,0,3,3
240,2020-03-26,ET,C7,0,0.0,Deaths,JHU,2,0,0,3
241,2020-01-28,ET,C8,0,0.0,Deaths,JHU,0,-10000,0,0
242,2020-01-28,ET,I1D,0,0.0,Deaths,JHU,0,-10000,0,0
243,2020-01-28,ET,I3D,0,0.0,Deaths,JHU,0,-10000,0,0
244,2020-01-28,ET,I4D,0,0.0,Deaths,JHU,0,-10000,0,0
245,2020-01-28,ET,I4L,0,0.0,Deaths,JHU,0,-10000,0,0
246,2020-01-28,ET,I4LD,0,0.0,Deaths,JHU,0,-10000,0,0
247,2020-11-29,ET,E1,1700,5.0,Deaths,JHU,-10000,1569,-10000,-10000
248,2020-11-29,ET,E4,1700,5.0,Deaths,JHU,-10000,1569,-10000,-10000
249,2020-11-29,ET,H5,1700,5.0,Deaths,JHU,-10000,1569,-10000,-10000
250,2020-05-29,ET,E3,8,1.0,Deaths,JHU,47,5,19,72
251,2020-02-14,ET,H2,0,0.0,Deaths,JHU,0,0,0,0
252,2020-03-13,ET,H3,0,0.0,Deaths,JHU,0,0,0,0
253,2020-03-18,ET,H4,0,0.0,Deaths,JHU,0,0,0,2
254,2020-03-10,PH,C1,1,0.0,Deaths,JHU,35,1,12,88
255,2020-03-15,PH,C2,11,3.0,Deaths,JHU,71,1,25,152
256,2020-03-15,PH,C4,11,3.0,Deaths,JHU,71,1,25,152
257,2020-03-15,PH,C5,11,3.0,Deaths,JHU,71,1,25,152
258,2020-03-15,PH,C6,11,3.0,Deaths,JHU,71,1,25,152
259,2020-03-15,PH,C7,11,3.0,Deaths,JHU,71,1,25,152
260,2020-02-07,PH,C3,1,0.0,Deaths,JHU,1,0,1,1
261,2020-01-31,PH,C8,0,0.0,Deaths,JHU,1,-10000,1,1
262,2020-04-13,PH,E1,315,18.0,Deaths,JHU,511,78,428,623
263,2020-04-06,PH,E2,163,11.0,Deaths,JHU,428,33,315,511
264,2020-04-06,PH,I2D,163,11.0,Deaths,JHU,428,33,315,511
265,2020-04-08,PH,E3,182,5.0,Deaths,JHU,446,38,349,558
266,2020-11-24,PH,E4,8185,12.0,Deaths,JHU,-10000,7661,8418,-10000
267,2020-01-24,PH,H1,0,0.0,Deaths,JHU,1,-10000,0,1
268,2020-01-24,PH,H2,0,0.0,Deaths,JHU,1,-10000,0,1
269,2020-01-24,PH,I1D,0,0.0,Deaths,JHU,1,-10000,0,1
270,2020-01-24,PH,I3D,0,0.0,Deaths,JHU,1,-10000,0,1
271,2020-01-24,PH,I4D,0,0.0,Deaths,JHU,1,-10000,0,1
272,2020-01-24,PH,I4L,0,0.0,Deaths,JHU,1,-10000,0,1
273,2020-01-24,PH,I4LD,0,0.0,Deaths,JHU,1,-10000,0,1
274,2020-02-05,PH,H3,1,0.0,Deaths,JHU,1,0,1,1
275,2020-03-31,PH,H4,88,10.0,Deaths,JHU,335,12,177,437
276,2020-04-27,PH,H5,511,10.0,Deaths,JHU,726,315,623,831
277,2020-07-22,PH,H6,1843,6.0,Deaths,JHU,2123,1314,1962,2404
278,2020-03-15,EG,C1,2,0.0,Deaths,JHU,40,0,14,78
279,2020-03-15,EG,I4D,2,0.0,Deaths,JHU,40,0,14,78
280,2020-03-15,EG,I4L,2,0.0,Deaths,JHU,40,0,14,78
281,2020-03-15,EG,I4LD,2,0.0,Deaths,JHU,40,0,14,78
282,2020-03-16,EG,C2,2,0.0,Deaths,JHU,41,0,19,85
283,2020-03-21,EG,C3,10,2.0,Deaths,JHU,71,0,36,146
284,2020-03-25,EG,C4,21,1.0,Deaths,JHU,103,1,52,183
285,2020-03-25,EG,C5,21,1.0,Deaths,JHU,103,1,52,183
286,2020-03-25,EG,C6,21,1.0,Deaths,JHU,103,1,52,183
287,2020-03-25,EG,C7,21,1.0,Deaths,JHU,103,1,52,183
288,2020-03-19,EG,C8,6,0.0,Deaths,JHU,58,0,24,118
289,2020-05-31,EG,E1,959,46.0,Deaths,JHU,1575,630,1237,2193
290,2020-03-22,EG,E2,14,4.0,Deaths,JHU,78,1,40,159
291,2020-03-22,EG,I2D,14,4.0,Deaths,JHU,78,1,40,159
292,2020-03-14,EG,E3,2,0.0,Deaths,JHU,36,0,10,71
293,2020-03-14,EG,H4,2,0.0,Deaths,JHU,36,0,10,71
294,2020-11-30,EG,E4,6650,14.0,Deaths,JHU,-10000,6465,-10000,-10000
295,2020-11-30,EG,H5,6650,14.0,Deaths,JHU,-10000,6465,-10000,-10000
296,2020-03-24,EG,H1,20,1.0,Deaths,JHU,94,1,46,178
297,2020-02-14,EG,H2,0,0.0,Deaths,JHU,0,0,0,0
298,2020-02-14,EG,H3,0,0.0,Deaths,JHU,0,0,0,0
299,2020-02-14,EG,I1D,0,0.0,Deaths,JHU,0,0,0,0
300,2020-02-14,EG,I3D,0,0.0,Deaths,JHU,0,0,0,0
301,2020-04-26,EG,H6,317,10.0,Deaths,JHU,525,159,429,630
302,2020-01-29,VN,C1,0,0.0,Deaths,JHU,0,-10000,0,0
303,2020-01-29,VN,H1,0,0.0,Deaths,JHU,0,-10000,0,0
304,2020-03-25,VN,C2,0,0.0,Deaths,JHU,0,0,0,0
305,2020-02-08,VN,C3,0,0.0,Deaths,JHU,0,0,0,0
306,2020-03-26,VN,C4,0,0.0,Deaths,JHU,0,0,0,0
307,2020-03-28,VN,C5,0,0.0,Deaths,JHU,0,0,0,0
308,2020-04-01,VN,C6,0,0.0,Deaths,JHU,0,0,0,0
309,2020-02-13,VN,C7,0,0.0,Deaths,JHU,0,0,0,0
310,2020-01-25,VN,C8,0,0.0,Deaths,JHU,0,-10000,0,0
311,2020-01-25,VN,I1D,0,0.0,Deaths,JHU,0,-10000,0,0
312,2020-01-25,VN,I3D,0,0.0,Deaths,JHU,0,-10000,0,0
313,2020-01-25,VN,I4D,0,0.0,Deaths,JHU,0,-10000,0,0
314,2020-01-25,VN,I4L,0,0.0,Deaths,JHU,0,-10000,0,0
315,2020-01-25,VN,I4LD,0,0.0,Deaths,JHU,0,-10000,0,0
316,2020-04-09,VN,E1,0,0.0,Deaths,JHU,0,0,0,0
317,2020-04-09,VN,I2D,0,0.0,Deaths,JHU,0,0,0,0
318,2020-07-15,VN,E2,0,0.0,Deaths,JHU,0,0,0,9
319,2020-04-06,VN,E3,0,0.0,Deaths,JHU,0,0,0,0
320,2020-04-25,VN,E4,0,0.0,Deaths,JHU,0,0,0,0
321,2020-01-27,VN,H2,0,0.0,Deaths,JHU,0,-10000,0,0
322,2020-02-07,VN,H3,0,0.0,Deaths,JHU,0,0,0,0
323,2020-08-13,VN,H4,21,3.0,Deaths,JHU,30,0,25,35
324,2020-12-01,VN,H5,35,0.0,Deaths,JHU,-10000,35,-10000,-10000
325,2020-03-16,VN,H6,0,0.0,Deaths,JHU,0,0,0,0
326,2020-03-19,CD,C1,0,0.0,Deaths,JHU,13,0,3,18
327,2020-03-19,CD,C2,0,0.0,Deaths,JHU,13,0,3,18
328,2020-03-19,CD,C3,0,0.0,Deaths,JHU,13,0,3,18
329,2020-03-24,CD,C4,2,1.0,Deaths,JHU,18,0,8,20
330,2020-03-22,CD,C5,1,0.0,Deaths,JHU,18,0,6,20
331,2020-04-06,CD,C6,18,0.0,Deaths,JHU,25,1,20,28
332,2020-03-18,CD,C7,0,0.0,Deaths,JHU,9,0,2,18
333,2020-03-18,CD,H4,0,0.0,Deaths,JHU,9,0,2,18
334,2020-02-20,CD,C8,0,0.0,Deaths,JHU,0,0,0,0
335,2020-02-20,CD,I1D,0,0.0,Deaths,JHU,0,0,0,0
336,2020-02-20,CD,I3D,0,0.0,Deaths,JHU,0,0,0,0
337,2020-02-20,CD,I4D,0,0.0,Deaths,JHU,0,0,0,0
338,2020-02-20,CD,I4L,0,0.0,Deaths,JHU,0,0,0,0
339,2020-02-20,CD,I4LD,0,0.0,Deaths,JHU,0,0,0,0
340,2020-11-23,CD,E1,329,2.0,Deaths,JHU,-10000,316,333,-10000
341,2020-11-23,CD,E4,329,2.0,Deaths,JHU,-10000,316,333,-10000
342,2020-11-23,CD,H5,329,2.0,Deaths,JHU,-10000,316,333,-10000
343,2020-03-01,CD,E2,0,0.0,Deaths,JHU,0,0,0,1
344,2020-03-01,CD,I2D,0,0.0,Deaths,JHU,0,0,0,1
345,2020-03-30,CD,E3,8,2.0,Deaths,JHU,20,0,18,25
346,2020-03-10,CD,H1,0,0.0,Deaths,JHU,2,0,0,8
347,2020-03-10,CD,H2,0,0.0,Deaths,JHU,2,0,0,8
348,2020-03-11,CD,H3,0,0.0,Deaths,JHU,2,0,0,9
349,2020-04-01,CD,H6,9,1.0,Deaths,JHU,21,0,18,25
350,2020-03-16,TR,C1,0,0.0,Deaths,JHU,168,0,37,649
351,2020-03-16,TR,C2,0,0.0,Deaths,JHU,168,0,37,649
352,2020-03-16,TR,C3,0,0.0,Deaths,JHU,168,0,37,649
353,2020-09-12,TR,C4,6999,48.0,Deaths,JHU,7929,6284,7445,8384
